"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr17",57903544,57904327,784,"*",2,0.00681930827689003,0.0103776290502309,0.0339302462434587,0.0113767278397657,-0.0974861925276149,-0.0784117202598928,"VMP1"
"chr16",89164953,89165605,653,"*",5,0.00710136931971315,0.0152529806496571,0.0383934201816431,0.0133069559054478,0.0880347405971854,0.0514418937828791,"ACSF3"
"chr17",76036514,76037562,1049,"*",7,0.00712953205458714,0.000464651128390737,0.043946247266424,0.00316145404093775,0.110337350158633,0.0804087618015241,"TNRC6C"
"chr9",124988720,124990456,1737,"*",8,0.00716104133209184,0.000531486930946967,0.0435859276037377,0.00257704088535404,-0.195090280652772,-0.110526763008974,"LHX6"
"chr7",101688648,101688730,83,"*",3,0.00724815399555899,0.00197592784544648,0.0371173127089644,0.0046243804743983,0.122864475104383,0.109069456861086,"CUX1"
"chr7",968194,968552,359,"*",3,0.00810346478728141,0.0061006752078152,0.0349990396727839,0.00851525136403644,0.0971237890857552,0.0688421609267893,"ADAP1, COX19"
"chr10",131759467,131759907,441,"*",2,0.00856039499820819,0.0044026185269654,0.0370693167330833,0.0077137855260538,0.0680399014201972,0.0540627168745662,"EBF3"
"chr14",22694547,22694601,55,"*",2,0.00856039499820819,0.00373451412313041,0.0358105159826506,0.00623078012824652,-0.120598027970611,-0.0882137819057695,NA
"chr2",242051650,242051808,159,"*",4,0.00885878378890521,0.00112532411059444,0.0398635662581768,0.00406696289829283,-0.106447770437792,-0.0746397184288965,"PASK"
"chr2",231089641,231090745,1105,"*",6,0.0089245850918833,0.00044008648304738,0.0418775958650451,0.00278287396974288,-0.0947855337622658,-0.0648808053772781,"SP140, SP110"
"chr12",4060781,4061025,245,"*",2,0.00905199453929029,0.00789276464465141,0.0339302462434587,0.00929173567163319,0.0963983280366772,0.0677540249086169,NA
"chr15",70767183,70767649,467,"*",4,0.00933190419414852,0.00180909207514806,0.0375979032120023,0.00519029785478484,0.0846534090265153,0.0671728581542837,NA
"chr19",41306150,41306455,306,"*",2,0.00949041531150966,0.0054341283778444,0.0371173127089644,0.0092935980518421,-0.0731642224215552,-0.0719739841770317,"RAB4B-EGLN2, EGLN2"
"chr2",55339218,55339939,722,"*",2,0.00953087741179838,0.00204412497537304,0.035431423276316,0.00371249366382884,0.0682379718573896,0.0540112794774411,"RTN4"
"chr12",123518833,123519476,644,"*",4,0.00954592393436609,0.00145564614940633,0.0380096835666662,0.00431983269086536,0.0874981916702833,0.0680461566160201,"PITPNM2"
"chr3",32995957,32996372,416,"*",2,0.0096275058074223,0.00432776705701344,0.0362381157623027,0.00720535135468752,-0.0725097966470734,-0.067459679663974,"CCR4"
"chr15",101389272,101390259,988,"*",8,0.00979006493909079,0.00051879193936124,0.0448432411928503,0.00288490502807198,0.0999442001115998,0.0585492629014742,"RP11-66B24.2, RP11-66B24.7"
"chr20",17660838,17661522,685,"*",2,0.0103297443017123,0.00245238524859677,0.036146266721409,0.00452343736594659,0.0713138532056268,0.0683358154117025,"RRBP1"
"chr11",65321226,65321806,581,"*",4,0.0106904577564993,0.00815303509610662,0.0381409084692993,0.00950870535563014,-0.0681923511152977,-0.0512978515709635,"LTBP3"
"chr6",7052860,7053734,875,"*",2,0.0109106661366821,0.00584790004674929,0.035431423276316,0.00874043434520983,0.0723457469751727,0.0502665557168886,NA
"chr1",158799935,158800024,90,"*",2,0.0109487319950324,0.00402751439026195,0.0362381157623027,0.00691377723275853,-0.102268124630417,-0.101802331812003,NA
"chr1",172863499,172864347,849,"*",2,0.0110570327261988,0.0131320232009478,0.0348684427516481,0.0139409750322992,-0.0651497972004056,-0.0591144267711464,"RP1-15D23.2"
"chr7",4456119,4456403,285,"*",5,0.0115500936068906,0.00174999749457027,0.0399892184797706,0.00519029785478484,0.0938307498385004,0.0602992927347479,NA
"chr1",21864320,21864896,577,"*",3,0.0118272401875514,0.00505854571036337,0.0373306978214836,0.00906221238017861,0.0997741004517991,0.0698561977876044,"ALPL"
"chr14",22958399,22958402,4,"*",2,0.0118835944501336,0.00412252823567226,0.0366846167239273,0.00714036987307316,-0.154630557405552,-0.138041198917602,NA
"chr19",2542837,2544100,1264,"*",7,0.0121199338413342,0.000344624384188298,0.0420721946179302,0.00241823086575831,0.119690964784737,0.0635960534031313,"GNG7"
"chr1",2804835,2805150,316,"*",2,0.012318891978934,0.00447221717690441,0.0364997045535775,0.00766578876559637,0.0696079357841285,0.063997272005456,NA
"chr6",41903172,41903527,356,"*",2,0.0124367547614372,0.0109571865548633,0.0348684427516481,0.012610484092451,0.0815695451942429,0.0609146281707437,"CCND3"
"chr8",28918821,28919234,414,"*",3,0.0125587045828492,0.0108617207426333,0.0371173127089644,0.0113767278397657,-0.0837371616923434,-0.0536762198697825,"HMBOX1"
"chr13",112627528,112628792,1265,"*",6,0.0130346319330512,0.00465151266675655,0.0417108383201742,0.0088192880694975,0.0874985791695083,0.0551759250648165,NA
"chr2",169769501,169769616,116,"*",2,0.0132699915979326,0.00432515609031839,0.0370693167330833,0.00755705289556767,0.098844310644712,0.0925144066378533,"SPC25"
"chr11",1911511,1912287,777,"*",3,0.0134833920811861,0.00128529019338671,0.0373306978214836,0.00342889038599325,0.123593848645636,0.106097248916613,"LSP1, C11orf89"
"chr3",196705629,196705898,270,"*",5,0.0137108661634512,0.0024483920937012,0.0404040212992219,0.00679226511200612,-0.152324995350009,-0.101167366831933,NA
"chr16",30198370,30198517,148,"*",4,0.0138660677604506,0.0128986713368731,0.0373708629552462,0.00969319948111918,-0.0769766752133162,-0.0508993629096075,"CORO1A"
"chr7",3186766,3186788,23,"*",2,0.0139683991647942,0.00723139336756148,0.0348684427516481,0.00938587129601562,0.0931045762908475,0.0760127188078957,"AC091801.1"
"chr6",31650735,31651362,628,"*",21,0.0146762449026527,8.13288404750755e-05,0.0925646627687028,0.0033982368123095,0.100514757303819,0.0559077512797355,"LY6G5C"
"chr6",31166097,31166799,703,"*",7,0.0148817705501251,0.000995571107605444,0.0373306978214836,0.00341854176179789,-0.120295630242073,-0.0560091135174872,"HCG27"
"chr1",23879671,23880736,1066,"*",4,0.0151297413164928,0.00712701376905216,0.0370693167330833,0.00824235309039283,0.095508746482507,0.0618058128467076,NA
"chr17",8129997,8130356,360,"*",3,0.0151605012725557,0.00343070926706656,0.0383934201816431,0.00774256003299603,0.138599731133871,0.0961269799682623,"CTC1"
"chr7",92460113,92460784,672,"*",2,0.0158102361200326,0.0186711145169792,0.035431423276316,0.0183912963122264,0.117094415811168,0.0839292633914732,"CDK6"
"chr5",55775841,55776899,1059,"*",6,0.0158584359501643,0.0107167640733345,0.0408430344272342,0.0113767278397657,-0.0978596792806414,-0.0570449370906814,"CTC-236F12.4"
"chr10",80853937,80854035,99,"*",3,0.0176852036633463,0.00394114490500156,0.0375979032120023,0.00809560004972246,0.0771546665240004,0.0637113142440382,"ZMIZ1"
"chr10",3823790,3825398,1609,"*",10,0.0179469337515576,0.00452134530705401,0.0457947782070754,0.0138793822869166,-0.127658575932848,-0.0637095980974705,"KLF6"
"chr15",41224235,41224537,303,"*",2,0.0179824372145264,0.0134217323925486,0.0348684427516481,0.0139848868547038,0.0887285767095133,0.054950442182449,"DLL4"
"chr2",70368457,70368784,328,"*",2,0.0181302525089342,0.0554938795368673,0.0338248211684699,0.0218170798915924,0.127350645298709,0.0655764125971748,NA
"chr6",159084032,159084599,568,"*",4,0.0188675677393845,0.00272136101410157,0.0395811719417866,0.00732003928754775,0.0932068802529062,0.0780097471055058,"SYTL3"
"chr1",145012822,145013480,659,"*",2,0.0193872147611371,0.0279773923930547,0.0350350532014008,0.0224892254600274,0.150931864802937,0.0742245973841386,"PDE4DIP"
"chr17",78935070,78935289,220,"*",4,0.0195090522678887,0.0590109431453357,0.0338248211684699,0.0233475579785329,-0.219310411379177,-0.0554832879917573,"RPTOR, CTD-2561B21.3"
"chr4",188736112,188736336,225,"*",3,0.0195117234412317,0.00789300457930289,0.0362381157623027,0.0111379587410571,0.0907107269118794,0.0655159120237315,NA
"chr13",113594722,113594776,55,"*",2,0.0198138996448406,0.00678523136070133,0.0362381157623027,0.0101317520370382,0.124094105978455,0.107793519829627,"MCF2L"
"chr19",42434385,42434572,188,"*",2,0.0205843350630562,0.0100552619350444,0.035717972079778,0.0128716626165347,0.0855879371574591,0.0546002074662518,NA
"chr11",68095623,68096165,543,"*",5,0.0207128769804888,0.0142534531238562,0.0373306978214836,0.0125145330907795,0.101817208865582,0.0512006498487003,"LRP5"
"chr11",2322286,2323938,1653,"*",27,0.0218843491195534,1.557773955696e-05,0.111242071751596,0.00241823086575831,0.0814425450315766,0.0525001331170177,"TSPAN32, C11orf21"
"chr4",125632538,125632747,210,"*",2,0.022186055496857,0.00836367087653222,0.0371173127089644,0.0128334202295322,0.101901437863791,0.0812652770527792,"ANKRD50"
"chr12",131958981,131959253,273,"*",2,0.0222160839947173,0.0161721522207161,0.0347154800184784,0.0153680259711196,-0.0808363383273233,-0.0523219224394885,"RP11-897M7.1"
"chr15",41061384,41062273,890,"*",9,0.0224567612158432,0.000849623342236127,0.047658745274363,0.00449058027284664,0.0805316181034305,0.0513356161713602,"C15orf62, DNAJC17"
"chr1",109420278,109420722,445,"*",2,0.0226345976961917,0.0118543067594507,0.0362381157623027,0.0148570907400885,0.0857908492516349,0.0526559265631469,"GPSM2, AKNAD1"
"chr13",97876459,97877417,959,"*",2,0.0227366900451552,0.00591230603771155,0.0359224039373907,0.00906221238017861,-0.121894347877971,-0.0734159615014103,"MBNL2"
"chr15",99343918,99344807,890,"*",2,0.0230324957981832,0.00532650513568748,0.0362381157623027,0.00851525136403644,0.0672855237622858,0.0566214492571014,"IGF1R"
"chr4",7246101,7246127,27,"*",2,0.0231230281302223,0.0323115662371205,0.0338248211684699,0.0183648404891383,0.229013608639449,0.11815754493491,"SORCS2"
"chr7",37024552,37024713,162,"*",2,0.0237781643892346,0.00745551495386081,0.0373306978214836,0.0120092861947032,0.105146385540562,0.0692209448914436,"ELMO1"
"chr6",159462137,159463300,1164,"*",5,0.0242572750487985,0.00169215778474984,0.0383934201816431,0.00382289365881022,-0.118166370333926,-0.0736925966148068,"RP1-111C20.4, TAGAP"
"chr7",65671551,65671987,437,"*",2,0.025553531075132,0.0246455472159192,0.0362381157623027,0.0236316378619896,0.101488455356423,0.0653300610065447,"TPST1"
"chr10",104535276,104536695,1420,"*",12,0.0257222532520379,0.00115186375869232,0.0811091781400811,0.00844503199287395,0.0891736799859734,0.0585965707235252,"WBP1L"
"chr9",139299357,139300582,1226,"*",3,0.0258649616496725,0.00493792008675783,0.0370693167330833,0.008878915963189,-0.110014059138548,-0.0639388735111418,"SDCCAG3"
"chr2",106363603,106364229,627,"*",2,0.0272067684316525,0.0065868750531788,0.0371173127089644,0.0106934063654829,-0.0697019847626972,-0.0624567850864298,"NCK2"
"chr14",22984401,22985112,712,"*",2,0.0288201440757751,0.00926700862268847,0.0370693167330833,0.0134326642962656,-0.112000538498923,-0.108578029093942,"TRAJ28"
"chr18",72167187,72167213,27,"*",2,0.0289230345915535,0.00906674513122754,0.0375979032120023,0.0139793413400062,-0.159088090157153,-0.148155066189868,"CNDP2"
"chr19",1130866,1130965,100,"*",2,0.0298487646819563,0.00926700862268847,0.0370693167330833,0.0132858827936815,-0.0871953326926679,-0.0683704855506956,"SBNO2"
"chr5",141072814,141072866,53,"*",2,0.030263271852893,0.00909258435061069,0.0371173127089644,0.0135843141137038,-0.121497679504641,-0.100952280178773,NA
"chr17",29888620,29888936,317,"*",2,0.0303355796882655,0.0463695084195547,0.0344851869816946,0.0241992796896204,0.119644739877187,0.0634094377644578,NA
"chr3",178253375,178254242,868,"*",4,0.0307094893820921,0.00715922332130795,0.0383934201816431,0.0124928376956825,0.0694394319544694,0.0509736324277352,"KCNMB2, RP11-385J1.2"
"chr1",211500971,211502171,1201,"*",3,0.0308465259725016,0.0166040267235671,0.0395811719417866,0.021083403869586,-0.0840776818446364,-0.0544653349026635,"TRAF5"
"chr2",158113471,158114424,954,"*",7,0.0315938547441964,0.00156891860656852,0.0532265777159913,0.00832849165872581,0.0924210901578197,0.0521704706590587,"GALNT5"
"chr2",240142589,240142806,218,"*",3,0.0317535422622813,0.00496718450223125,0.0400884136285004,0.011032011084676,0.122975354049292,0.0857687784624431,"HDAC4"
"chr5",139050159,139050415,257,"*",2,0.0327716623689166,0.00830135309774041,0.0371173127089644,0.0127025900681763,0.0573432478135044,0.0535525512282309,"CXXC5"
"chr3",50645106,50645426,321,"*",3,0.0329096564039785,0.00559989236586242,0.0396407583716116,0.011725934338753,-0.0965084444831111,-0.0859860808056162,"CISH"
"chr19",52390810,52391789,980,"*",14,0.0332464314749509,0.0011665160052907,0.0768964794844008,0.0106934063654829,0.102071108357783,0.0515535352857866,"CTC-429C10.2, ZNF577"
"chr13",50702410,50703477,1068,"*",8,0.0334967761706577,0.0016185570767954,0.0562385109803912,0.00866199973707624,-0.111561135211063,-0.0615482423722652,"DLEU1"
"chr6",160426951,160427501,551,"*",2,0.0335877174251353,0.00871358316524194,0.0373306978214836,0.0132858827936815,0.110281762769808,0.083992469515061,"IGF2R, AIRN"
"chr2",161348665,161348781,117,"*",2,0.0342768039698133,0.0102317187870998,0.0375027857416125,0.0148570907400885,-0.122637979724041,-0.107888900888865,"RBMS1"
"chr2",136872067,136872094,28,"*",2,0.0343651051285122,0.0082061755910566,0.0373306978214836,0.0128334202295322,0.0974516842632981,0.081200714681904,"CXCR4"
"chr11",113113890,113113936,47,"*",2,0.0345998094340493,0.00831529226863664,0.0373306978214836,0.0128861019926034,0.111318710695912,0.109615199519601,"NCAM1"
"chr1",19280186,19280546,361,"*",2,0.0346202867960755,0.00879554278443331,0.0371173127089644,0.0132858827936815,-0.0636093894478877,-0.0575795640075387,"IFFO2"
"chr2",118982056,118982679,624,"*",6,0.0352881637486521,0.00635909793156031,0.045157273043016,0.0144064506545914,0.0873730210872912,0.0509408479794152,NA
"chr14",64663683,64663928,246,"*",2,0.0353164425546647,0.0117738435319511,0.0362381157623027,0.0148570907400885,0.100487869857594,0.0870565863034941,"SYNE2, ESR2"
"chr13",41364245,41364359,115,"*",2,0.0355658086718725,0.0104889906801177,0.0378129839217962,0.0153680259711196,0.068915578835509,0.0619188261623477,"SLC25A15"
"chr12",49111321,49111433,113,"*",3,0.0362160891658782,0.00538028241381,0.0375979032120023,0.010545531820561,-0.097791012334642,-0.0641446937939458,NA
"chr7",3019260,3020536,1277,"*",6,0.037430828069315,0.0034722958040578,0.0424417750084681,0.00935376837119731,0.0879562907540852,0.061386519588072,"CARD11"
"chr13",96205679,96206104,426,"*",4,0.03888605895497,0.00564342315088246,0.046152564870682,0.0139848868547038,-0.0803746600840132,-0.056265083823999,"CLDN10"
"chr8",29230953,29230998,46,"*",2,0.038903922158975,0.00855261160482994,0.0373306978214836,0.0131311717023461,0.05789811337044,0.0525736094361145,NA
"chr12",133019854,133020746,893,"*",8,0.0392117250789966,0.0252613148694146,0.0420693570114853,0.0227033853265469,0.178648301036731,0.0565225312257709,NA
"chr10",98062687,98062747,61,"*",2,0.0410039128157164,0.0201775364355714,0.0364997045535775,0.0211452785000584,0.09125682998634,0.0630954863090274,"RP11-35J23.1"
"chr3",151034009,151034669,661,"*",3,0.0410042131255174,0.0218042587220141,0.0388283412661358,0.0221247011408248,-0.112929340807985,-0.0660860067168754,"MED12L, GPR87"
"chr12",51784644,51784862,219,"*",2,0.0414626222705595,0.00855261160482994,0.0373306978214836,0.0132614418431241,0.0694656527353612,0.0656424499651001,"GALNT6"
"chr3",10328490,10329245,756,"*",2,0.0420002071943435,0.0113297978195908,0.0370693167330833,0.0150243046310893,-0.0829840131986403,-0.053720844641644,"GHRLOS, GHRL"
"chr1",94057587,94057789,203,"*",2,0.0420366621944246,0.00973073618564756,0.0371173127089644,0.0139848868547038,0.0776316405700522,0.0667282126060748,"RP5-1033H22.2, BCAR3"
"chr2",240152257,240152476,220,"*",3,0.0422171410583001,0.0109428679812751,0.0383934201816431,0.0148877859081706,0.0679440099453135,0.0617340237541747,"HDAC4"
"chr9",36276879,36277400,522,"*",2,0.0432690261379279,0.0205508325233387,0.0364997045535775,0.0214347550548877,0.0927893810879044,0.0620266051134564,"CLTA, GNE"
"chr8",27144085,27144453,369,"*",2,0.0443806444961957,0.0142156653792258,0.0371173127089644,0.0181276657051504,-0.0865223702885928,-0.0694851222797554,"TRIM35"
"chr3",108540299,108540407,109,"*",2,0.0444559011585471,0.0106514120931782,0.0370693167330833,0.014684134837188,-0.0943899112201775,-0.0771590206819586,NA
"chr19",50000586,50001058,473,"*",3,0.0467848377306535,0.0309052327027593,0.0375979032120023,0.0226628485672836,-0.116349758967149,-0.0696687994124012,"RPS11, SNORD35B"
"chr8",131455249,131455383,135,"*",3,0.048085161321715,0.0128494404638609,0.0376114519337588,0.0148651156396694,0.0741360392279216,0.0560495129009742,"ASAP1"
"chr17",74378252,74378849,598,"*",2,0.049031337309039,0.00830957895446511,0.0374410606458177,0.0130881618246631,0.0753841492317016,0.0528373762002476,"SPHK1, PRPSAP1"
"chr11",1606344,1606664,321,"*",2,0.0499644144229203,0.0136798895758972,0.0370693167330833,0.0174018027402629,0.0618110222112889,0.0536995592675481,"KRTAP5-AS1, KRTAP5-1"
