"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr12",27396229,27397486,1258,"*",13,0.0759476639615263,0.0317854211523805,0.0612932680011043,0.0314265126059161,0.0551069939526787,0.00914311924581279,"STK38L"
"chr2",120867222,120867567,346,"*",2,0.0761041478243644,0.0203273844901355,0.0371173127089644,0.0223736699932187,-0.0816721074891184,-0.059337727157879,"EPB41L5"
"chr6",25992047,25992679,633,"*",5,0.07619844563809,0.0252976297773047,0.0381567300451631,0.0247459852001008,0.0638601514463638,0.0124882175068983,"U91328.21"
"chr8",142852219,142852938,720,"*",4,0.07619844563809,0.0242848222965021,0.0373306978214836,0.0260232454154136,0.195698908602183,0.0626781423520486,NA
"chr17",64781874,64782369,496,"*",2,0.07619844563809,0.0241767754477318,0.0371173127089644,0.0249080491986936,0.017827160179013,0.00282617143099054,"PRKCA"
"chr6",170124933,170125548,616,"*",6,0.0763223341214678,0.0444248958354298,0.0396296491149064,0.0292572314340333,0.078595151143031,0.0194851356825064,"RP1-266L20.2"
"chr6",28249142,28249704,563,"*",9,0.0764695380509944,0.0313318992314331,0.0448105087949203,0.0293971578275906,0.0408347324972017,0.00507898641610125,"PGBD1"
"chr17",4402654,4403417,764,"*",3,0.0764695380509944,0.024520142470712,0.0370693167330833,0.0241009001559125,0.0141537037759258,0.00710660773122898,"SPNS2, AC118754.4"
"chr3",30936070,30936531,462,"*",9,0.0765397316733763,0.0249972203461524,0.0525027989480474,0.0204724520010741,-0.0524354322124689,-0.00317714771977864,"GADL1"
"chr15",78292470,78292550,81,"*",3,0.0765856108417997,0.0113765148916255,0.0393652677778073,0.0175970979786145,0.0689415162836341,0.0397022386510782,"TBC1D2B"
"chr5",156696185,156696520,336,"*",4,0.0767960257409218,0.180859237401289,0.035717972079778,0.0374558381492766,0.0228695892608215,0.00708339031238604,"CYFIP2"
"chr16",88843923,88844969,1047,"*",6,0.0770417897182418,0.0260541754220548,0.0406302268575386,0.0274643066826171,0.055993925512149,0.0212131874347363,"PIEZO1"
"chr15",101084442,101085710,1269,"*",11,0.0771546511033912,0.0179595261392354,0.0454514151179944,0.02450934543611,0.124965666318667,0.0440864667134302,"CERS3"
"chr8",17767806,17768115,310,"*",3,0.0772543695871413,0.0300952400975589,0.0362381157623027,0.0257388079317372,-0.0306918719495894,-0.0226488949799878,"FGL1"
"chr6",31695027,31696240,1214,"*",17,0.0774478306987794,0.243634261879033,0.0726979023102688,0.0866275767357737,0.0873808585716161,0.0151091506640516,"DDAH2"
"chr11",128560240,128561675,1436,"*",5,0.0776434768576866,0.0298553916999468,0.0432712666266978,0.0235135658025234,-0.0272767287798758,-0.00403160027013279,"FLI1, SENCR"
"chr16",89790473,89791093,621,"*",2,0.077694602890127,0.0308525160893793,0.0371173127089644,0.0278210289009908,-0.0602797252738828,-0.0416145792708414,"ZNF276"
"chr17",44849214,44849857,644,"*",3,0.0780255369710305,0.27379344546626,0.0362381157623027,0.0351088810674736,0.0524674950650099,0.0166908417572054,"WNT3"
"chr1",20649108,20649959,852,"*",2,0.0780665951313527,0.00859684561214654,0.0373306978214836,0.0132858827936815,-0.0860835903328194,-0.0821806293887412,"VWA5B1, RP4-745E8.2"
"chr15",64442561,64442578,18,"*",2,0.078075296118251,0.0231874363474414,0.0371173127089644,0.0244222505426019,0.0424454359424615,0.0357762930307473,NA
"chr11",58910052,58911115,1064,"*",12,0.0781658138548569,0.0255234854346413,0.0462518085355071,0.0269785429376892,-0.0435543337246659,-0.00175772513038307,"FAM111A, AP001258.4, AP001258.5"
"chr1",20833814,20834417,604,"*",3,0.0781954920547189,0.00636726509007127,0.0373306978214836,0.0115603789867001,-0.0521245332509336,-0.0149821558690216,"MUL1"
"chr8",29177553,29178002,450,"*",4,0.0783496282987047,0.0519742638000544,0.0371173127089644,0.0311822353488559,0.0441941074451185,0.0199751267164132,NA
"chr13",33112842,33113343,502,"*",10,0.0786566279533775,0.343950977639467,0.0361886725933893,0.0410642041423238,-0.0605342830981005,-0.00729443441113117,"N4BP2L2"
"chr2",159824855,159825895,1041,"*",8,0.0786990045275317,0.0252602938113239,0.0415732136027982,0.0197122945240327,0.0176938971122058,0.00409090426610813,"TANC1"
"chr3",49041623,49042301,679,"*",2,0.0786990045275317,0.0177323358936414,0.0375979032120023,0.0220046764656489,0.0179290933084801,0.0151802883894232,"P4HTM"
"chr3",179040370,179041494,1125,"*",11,0.0787722637038272,0.0319074316103652,0.0420663299911051,0.0300733637022418,-0.0175089216488234,-0.00260183687965957,"ZNF639"
"chr2",24552676,24553192,517,"*",2,0.0788943930431158,0.0150034357601167,0.0381409084692993,0.0198721510202888,0.0717236565526869,0.0439394600377466,"ITSN2"
"chr8",145008110,145009406,1297,"*",8,0.0793128304770314,0.0130638966712615,0.0538089126072137,0.018999645514089,-0.0979343457979751,-0.0414488092377982,"PLEC"
"chr11",2098414,2098860,447,"*",2,0.0793503803009128,0.0123953730552487,0.038805875533206,0.0179081765400108,-0.11614148021704,-0.111629026741947,NA
"chr1",147070522,147071403,882,"*",3,0.0794058932944098,0.0206481385924272,0.0383934201816431,0.0247480501064272,0.027506832486335,0.0152139997108895,"BCL9"
"chr19",16629806,16630285,480,"*",6,0.0796631378429079,0.0142669111370778,0.0433617717717581,0.0194693067332157,-0.0230914454837756,-0.00039965892290438,"C19orf44, CTD-3222D19.2, CHERP"
"chr19",18770726,18771327,602,"*",5,0.0796830550384797,0.104837233611571,0.0369341298511117,0.0309316043803653,0.0256835444662445,0.00585786828426346,"KLHL26"
"chr17",43324001,43324904,904,"*",7,0.0800383340209832,0.04472383066644,0.039973504957154,0.0305216782231956,-0.0694507569318195,-0.0167325620705901,"FMNL1, CTD-2020K17.4"
"chr13",111164966,111165457,492,"*",4,0.0800383340209832,0.0313736556581836,0.0399953596736674,0.0260144643809966,-0.0261149352701295,-0.0140484354447958,"COL4A2"
"chr12",45268613,45270000,1388,"*",12,0.0802748142333673,0.0200318564908968,0.0449168872924672,0.0204724520010741,-0.066601500130333,-0.0155675771981789,"NELL2"
"chr12",133014881,133016668,1788,"*",12,0.0803875795410225,0.00840913651715694,0.0551324280246959,0.0115252731794469,0.0740997059672547,0.0276842173398987,NA
"chr11",36615351,36616365,1015,"*",10,0.0804886922865565,0.0827620855023927,0.038472091370168,0.0316653868952807,0.0688677414311838,0.0171777092279149,"C11orf74, RAG2"
"chr17",34391478,34391735,258,"*",2,0.0816276386343786,0.0143663994122611,0.0383934201816431,0.0195921934017878,-0.0454545882574901,-0.0435483566532867,"CCL18"
"chr2",207139066,207139964,899,"*",10,0.0817095933865455,0.0104478006993155,0.0565382600428926,0.0205069717049737,0.0243740558352217,0.00654960827578345,"ZDBF2"
"chr17",43862910,43863356,447,"*",5,0.0819412844204115,0.0228782777572685,0.0378963687324467,0.0248996683525756,0.077674823817019,0.0327503128327077,"CRHR1, RP11-105N13.4"
"chr15",70740429,70740470,42,"*",3,0.0819853799829842,0.00928995070064034,0.0421735784166927,0.016743969068565,0.0563987288692089,0.0470635294840522,NA
"chr9",123640363,123640474,112,"*",2,0.082025702897641,0.00855261160482994,0.0375979032120023,0.0132858827936815,-0.0746125424415818,-0.0726350151466364,NA
"chr5",68326727,68326758,32,"*",2,0.0820683335246592,0.0467834604211824,0.0353196982463262,0.025912835962969,0.0130543988912022,0.00491136934392788,NA
"chr3",56809497,56810749,1253,"*",5,0.0822432139550302,0.0166040267235671,0.0455153836736072,0.0229991357110693,0.0617175765648468,0.0229579724173885,"ARHGEF3"
"chr19",49467065,49467169,105,"*",3,0.0823379593612374,0.0208516243098556,0.0383934201816431,0.0209789544585264,0.0263591922816154,0.016096965444958,NA
"chr17",45898841,45899862,1022,"*",6,0.0823693943975329,0.00940978977592505,0.0501515298750153,0.0185067204080074,-0.0321563815205703,-0.00774707665862445,"OSBPL7"
"chr14",90420569,90421174,606,"*",8,0.0826461013440885,0.842718916114348,0.0436643560285453,0.127503798809387,0.066904420357826,0.0167320174734651,"RP11-33N16.3, EFCAB11"
"chr16",30832346,30832794,449,"*",4,0.0826478322644016,0.0152890856369772,0.043946247266424,0.0212814097751625,0.0366877266245467,0.0244135563812206,"RP11-2C24.5"
"chr4",88529516,88529584,69,"*",2,0.0827008164444301,0.0137491265727441,0.0394559042607555,0.0195313061250822,-0.05583772165789,-0.0534193702445929,"RP11-742B18.1"
"chr15",25325713,25326510,798,"*",4,0.0828541432808421,0.00730558535203325,0.0468838816535334,0.0161880375952468,-0.0439035496929006,-0.0158308120883758,"SNHG14, SNORD116-15"
"chr2",177355281,177356276,996,"*",5,0.0828944533875235,0.0286500296376445,0.0514165164376209,0.0300644691539625,0.0483702949260768,0.014330179172975,NA
"chr4",165304259,165305815,1557,"*",16,0.0830315201465083,0.079340473102264,0.0420687082740696,0.029109396257577,0.0322352646961373,0.00925192214719737,"MARCH1"
"chr3",57234840,57235344,505,"*",3,0.0830884745806947,0.173217028891705,0.0358254766003134,0.0334377662604581,0.044741535516929,0.00952682261302142,"HESX1"
"chr8",144264834,144265337,504,"*",2,0.0831146375321245,0.129161506740244,0.0370693167330833,0.0321943133704907,0.0708031625603415,0.0369172386655226,NA
"chr8",142221164,142221453,290,"*",4,0.083214045883312,0.0268938533581046,0.0393652677778073,0.0247328063082779,-0.0178131893736212,4.3333246665131e-07,"SLC45A4"
"chr17",55962155,55963458,1304,"*",7,0.0832360275092377,0.0235548103786699,0.0626048181786654,0.0256364328292767,0.0611242985847362,0.0308493103251889,"CUEDC1"
"chr15",85524456,85526198,1743,"*",10,0.0832694161343653,0.0251247746095635,0.0433323983549139,0.0232218425918683,-0.120815712535242,-0.0160058273633453,"PDE8A"
"chr19",13990960,13991470,511,"*",6,0.0833555034650273,0.0412660997776912,0.0398635662581768,0.0258808163898482,-0.0233782699101268,-0.00252681897413983,"NANOS3"
"chr3",108475765,108476878,1114,"*",6,0.0835044308665954,0.0182284720927647,0.0546114066412322,0.0223736699932187,0.060584537164259,0.0192801399119424,"RETNLB"
"chr17",78560478,78560916,439,"*",3,0.0835862301625142,0.0115250836570536,0.0406302268575386,0.0181610642773265,0.0757432401801863,0.0459642358493061,"RPTOR"
"chr6",41020847,41021161,315,"*",3,0.0836502249681174,0.036321499097923,0.0362381157623027,0.027515090529768,0.0633805440722452,0.0354659457347752,"APOBEC2, OARD1"
"chr18",55253643,55254527,885,"*",10,0.083934894776187,0.187908899914174,0.039973504957154,0.0318498940607047,-0.0223966410400512,-0.00372366812349709,"FECH"
"chr18",46500072,46500646,575,"*",2,0.0841249831468442,0.0362514841576502,0.0373306978214836,0.0306724581464335,-0.013342569148195,-0.0105232518701629,NA
"chr20",56803778,56804780,1003,"*",5,0.0841458906058021,0.0183674575702243,0.0427706070602698,0.0228048578462257,0.0523193620279426,0.0264543572579522,NA
"chr16",83841040,83841917,878,"*",10,0.0845902150952584,0.366316203091921,0.0376877414023132,0.0392403662338108,0.0192167740664519,0.0024875556498887,"HSBP1, RP11-483P21.2"
"chr12",133172465,133173041,577,"*",3,0.0846943522668855,0.0103540512158834,0.0408510640135511,0.0173383270644661,-0.0633565524535618,-0.0334164581670837,NA
"chr21",38070524,38071066,543,"*",11,0.0847367191923122,0.210976548847844,0.0362381157623027,0.0354840838716244,0.0255336105994455,0.00611937427640296,NA
"chr19",51446718,51446953,236,"*",2,0.0847412861324132,0.01849920942295,0.0371173127089644,0.0216717571680626,0.0254335241329518,0.019502260995478,"KLK5"
"chr22",37584018,37585617,1600,"*",6,0.0848048311501937,0.0128986713368731,0.0389561828198695,0.0157020381669755,0.0775343324313351,0.0115788365645491,"C1QTNF6"
"chr5",172665707,172666228,522,"*",4,0.0850878745701461,0.330255060370478,0.035431423276316,0.0430724077774176,0.0325906698186604,0.00696592513064973,NA
"chr16",3151172,3151202,31,"*",2,0.0851394291718212,0.017322655666221,0.0388562048250207,0.0223736699932187,-0.0234030948604769,-0.0145992228848875,NA
"chr22",50242083,50242492,410,"*",2,0.0853354290282467,0.179407273090736,0.0364997045535775,0.031467526856049,0.024916259334148,0.0124607359118615,NA
"chr14",105147461,105147781,321,"*",5,0.0853560883881628,0.031256777169697,0.0394559042607555,0.0262568045449536,0.0578472218055565,0.0270711425243816,"RP11-982M15.6"
"chr14",22314416,22315066,651,"*",5,0.0854271831004419,0.0824240920608186,0.0362381157623027,0.0360415398327091,-0.0812141179884307,-0.0200961189744287,"TRAV8-2"
"chr3",15901650,15902540,891,"*",5,0.0855375813373712,0.0203880276760702,0.0445385617092051,0.0258268865890228,0.0642809406047855,0.0324023503619659,NA
"chr16",28302913,28303471,559,"*",4,0.0855375813373712,0.0373395652315628,0.041462905667442,0.0298180343515969,-0.0469481561036878,-0.0213722934012465,"RP11-57A19.2"
"chr1",204043642,204044122,481,"*",3,0.0855375813373712,0.0210005189155024,0.0371173127089644,0.0238333838394956,0.0291783862265609,0.0166643098658247,"SOX13"
"chr19",13944261,13944814,554,"*",4,0.0855475814504184,0.0262257071446501,0.0390485092043188,0.0257388079317372,-0.0422870695925275,-0.00831178816809032,NA
"chr19",58179955,58180234,280,"*",3,0.0856137184087595,0.02450484993093,0.0362381157623027,0.0229991357110693,0.0303339726653881,0.021000882998234,NA
"chr2",139258740,139260299,1560,"*",12,0.0861032949787421,0.109621537817728,0.0393652677778073,0.0291700926233938,0.0650255366155935,0.0125493554915668,"SPOPL, AC097721.2"
"chr2",235405968,235408237,2270,"*",11,0.0864885535041302,0.00591571373058337,0.0541671941212191,0.0121395184614247,-0.077058004217325,-0.0150819694193945,NA
"chr6",168490394,168490689,296,"*",3,0.0864885535041302,0.01024921311936,0.0429441423494405,0.0180672573334155,-0.0493801345730642,-0.033910511345644,NA
"chr3",44802549,44803638,1090,"*",20,0.0865451347831532,0.0159845220285304,0.0699895751024382,0.0213843173861756,0.079574399184535,0.0107227093899979,"KIF15, KIAA1143"
"chr3",194797099,194797138,40,"*",2,0.0865660168665048,0.0137491265727441,0.0381567300451631,0.0189330891709378,0.0316832366335268,0.0311800397232539,"XXYLT1"
"chr16",3639160,3639839,680,"*",3,0.086719739005578,0.0152529806496571,0.0414442125165294,0.0213869942768693,0.0343447771437791,0.0132196430051585,"SLX4"
"chr9",123690586,123691163,578,"*",3,0.0870469740686705,0.0222297139047295,0.0383934201816431,0.0256463710844725,-0.0321010049646567,-0.0155800484232365,"TRAF1"
"chr16",67693452,67693619,168,"*",3,0.0870582244037981,0.0214660361619084,0.0375979032120023,0.0213843173861756,-0.0385052200728932,-0.0155211593743479,"ACD"
"chr1",236680224,236681580,1357,"*",3,0.0872241482238306,0.00388220539242454,0.0378129839217962,0.00824235309039283,0.137381308570716,-0.00611505165878557,"LGALS8"
"chr3",160121821,160122503,683,"*",4,0.0873024242379889,0.0234755112788055,0.0415317436094017,0.0262568045449536,0.0707764626137414,0.0406020646292041,"SMC4, MIR15B, RP11-432B6.3"
"chr7",112062297,112063449,1153,"*",6,0.0874318579716965,0.00564342315088246,0.0531780362015106,0.0160348233745331,-0.0427031020937959,0.0120349515550969,"IFRD1"
"chr12",71834183,71834859,677,"*",5,0.0874786671643129,0.0280009244994908,0.0371173127089644,0.0269785429376892,0.0223970743725179,0.00470212501241664,"LGR5, TSPAN8"
"chr3",98451002,98453086,2085,"*",10,0.0875194953017807,0.00818147841602785,0.0399953596736674,0.0116099411040975,0.0146053028727276,0.00350414529170942,"ST3GAL6, ST3GAL6-AS1"
"chr5",10565679,10566782,1104,"*",4,0.0875426272060753,0.024311337062648,0.0406323894529621,0.0257838863982271,0.063921563823539,0.0308513487139692,"ANKRD33B"
"chr8",114447055,114447871,817,"*",6,0.087875860337629,0.00970142903247294,0.0448030617169488,0.0198721510202888,0.0101706642420048,0.00688883788899089,"CSMD3"
"chr7",6662329,6662789,461,"*",3,0.0879312249259697,0.0271154189027529,0.0371173127089644,0.0260474332321536,-0.0105431997469339,-0.00113078246065729,"ZNF853"
"chr22",35937495,35938401,907,"*",3,0.0879653139525199,0.0935030952189592,0.0421735784166927,0.0606752817191064,0.0617348890302219,0.0284100054022114,"RASD2"
"chr2",136422981,136423459,479,"*",2,0.0881925601329278,0.0266878036202046,0.0371173127089644,0.0262568045449536,0.0587946282440768,0.0324826412847174,"R3HDM1, MIR128-1"
"chr13",112691186,112692149,964,"*",5,0.0885828676756245,0.0294716209250472,0.0371173127089644,0.0287094856909288,-0.0238553522892954,-0.00201940512785641,NA
"chr17",1507643,1508609,967,"*",4,0.0888582524985382,0.015098987273544,0.0446156548367756,0.0225429329379884,0.115962538908256,0.0640115198936269,"SLC43A2, RN7SL105P"
"chr17",77609074,77609624,551,"*",2,0.0889113248889781,0.0123520323548164,0.0388847815768972,0.0179081765400108,-0.0750578790509085,-0.0715276819446361,"RBFOX3"
"chr11",120195717,120197138,1422,"*",9,0.0889438091075362,0.02148481478913,0.0431634478219768,0.020941203088334,0.0520249251168164,0.0138977479915411,"TMEM136"
"chr15",45027253,45028595,1343,"*",6,0.0890559460704668,0.00667299364216852,0.051345157313795,0.0162014210712816,-0.141209106748453,-0.0854804175113872,"TRIM69"
"chr1",27692725,27693840,1116,"*",11,0.0890679196896569,0.0259436840775936,0.0531526280398876,0.0261748353664553,0.0380526447280439,0.0102580130067013,"MAP3K6"
"chr6",15505452,15506085,634,"*",4,0.0891335069612634,0.0682781297760105,0.0381567300451631,0.0284351537987948,0.0213197073605852,0.00915930147306369,"JARID2"
"chr14",65380577,65381464,888,"*",15,0.089161023677831,0.0432070712841299,0.0398635662581768,0.0272073491714108,0.0541811166377668,0.00215115107269786,"CHURC1, CHURC1-FNTB, FNTB"
"chr4",1606861,1607291,431,"*",3,0.089161023677831,0.0128986713368731,0.0415732136027982,0.0197122945240327,-0.154131306737387,-0.11856688828289,NA
"chr17",80790085,80791077,993,"*",7,0.089270913445523,0.0841009614944035,0.0442444588476775,0.0296417532224321,0.0837188450623099,0.0169018852438486,"TBCD, ZNF750"
"chr1",214776286,214776904,619,"*",13,0.0893283621312403,0.273995712898804,0.0371173127089644,0.0390222677703838,-0.00641540346085975,-0.000765227764416266,"CENPF"
"chr2",37383568,37384708,1141,"*",13,0.0896945368881584,0.415831310551856,0.0349990396727839,0.0440042768489863,0.0340926984812697,0.00239237579217149,"EIF2AK2"
"chr18",19746953,19748135,1183,"*",4,0.0897097655165054,0.0274535233516306,0.0385627498464643,0.0248475417094781,0.0504001991996016,0.0219659946096774,"GATA6-AS1"
"chr10",43522143,43522343,201,"*",3,0.0897382463148414,0.0162203519546523,0.0395811719417866,0.0199149669083824,-0.094743785512429,-0.0514848261970143,NA
"chr6",32122065,32123258,1194,"*",27,0.089885690549768,0.0261302965582733,0.11339809177718,0.0284354182123399,0.048208378583243,0.00798910956036113,"PPT2, PPT2-EGFL8, PRRT1"
"chr12",124069475,124069758,284,"*",3,0.0900221647669671,0.0266511855143879,0.0383934201816431,0.0207203764471077,0.00591991324350684,0.00332949964655626,"TMED2, RP11-486O12.2"
"chr8",2092607,2093220,614,"*",5,0.0901021124078007,0.160413468652436,0.0421557859477873,0.0290362482073539,0.0822700892098216,0.0221490816185035,"MYOM2"
"chr16",11654880,11655159,280,"*",2,0.0901392922203987,0.025688778826538,0.0370693167330833,0.0248996683525756,-0.0747536767426465,-0.0523745812925041,"LITAF"
"chr8",54757048,54757132,85,"*",2,0.0902663129847518,0.0167155721165088,0.0398635662581768,0.022429942610943,-0.105187547958237,-0.0985106113121107,NA
"chr17",80823240,80823397,158,"*",3,0.0903537403362073,0.0112473761427973,0.0401465291634162,0.0183512949572623,0.0453185760295147,0.0309421020046849,"TBCD"
"chr7",3411356,3411503,148,"*",2,0.0903806132621219,0.0131605716301319,0.0392786389599534,0.0188372898358027,0.0637093100813799,0.0501654205024923,"SDK1"
"chr15",91426667,91428456,1790,"*",11,0.0904471999122216,0.0210579471918458,0.0653314616997532,0.0221247011408248,0.0609431489470354,0.0219041296387104,"FURIN, FES"
"chr19",40909474,40910626,1153,"*",7,0.0905152367684229,0.0150325376411784,0.0434212683616203,0.0222850377707231,-0.0141417383831899,-0.000504295896170119,"PRX"
"chr2",867049,867791,743,"*",3,0.0906217328862367,0.0203273844901355,0.041618119154712,0.0248996683525756,-0.0471191724283218,-0.0301726993768234,NA
"chr9",77703079,77704473,1395,"*",3,0.0906888187244789,0.0215083301328108,0.0376823941867381,0.0195921934017878,-0.101894440794452,-0.037398270759014,"OSTF1, NMRK1"
"chr3",13691504,13692343,840,"*",9,0.0908190934253024,0.0559251117011401,0.037558052225721,0.0319539305469736,-0.341545717533565,-0.0339885809348752,"LINC00620"
"chr7",140302680,140302727,48,"*",2,0.0909469922348108,0.0418139407025846,0.0356135505963863,0.0262568045449536,0.0297895820875026,0.0114456583586833,"DENND2A"
"chr1",233464033,233464510,478,"*",4,0.0910518080953541,0.0314794326013318,0.0366604522874808,0.0268963701262204,0.01103206335254,0.00240931830636339,"MLK4"
"chr9",5831674,5831999,326,"*",2,0.0912686915869165,0.0136798895758972,0.0394559042607555,0.0194693067332157,0.0682698217936897,0.0659735013863305,"ERMP1"
"chr17",77815779,77816139,361,"*",3,0.0912728633055371,0.0338194439164856,0.0370693167330833,0.0266023771833688,-0.0238804451557763,-0.016232815728813,NA
"chr6",138725872,138726184,313,"*",3,0.0913301207735542,0.051034753516699,0.0373306978214836,0.0264724748120247,0.0902837360991944,0.0508015382580346,"HEBP2"
"chr9",99639590,99639692,103,"*",2,0.0913870142252579,0.0241756935473707,0.0364997045535775,0.0233613994260909,0.0382590734818531,0.0300357357618618,NA
"chr14",52734156,52734529,374,"*",8,0.0914701152024879,0.0380907825607004,0.043856509557777,0.0260351613024491,0.0649908533516266,0.028314986010653,"PTGDR"
"chr10",709564,710082,519,"*",6,0.0915577423692165,0.0271884721084224,0.0390485092043188,0.0235135658025234,-0.0259376939579454,-0.010966305150723,"PRR26, RP11-809C18.5, DIP2C"
"chr12",2039752,2039878,127,"*",2,0.0916741738353238,0.0203808748516744,0.0370693167330833,0.0223198406967617,0.0401596821806357,0.0301598771802457,"LINC00940"
"chr3",50649626,50650410,785,"*",4,0.0917086043424221,0.0126904411806366,0.0406302268575386,0.014658627543293,-0.0578168801995729,-0.0185247758671149,"MAPKAPK3"
"chr20",815316,815345,30,"*",2,0.0917915496103303,0.0183320808726307,0.0386576823745836,0.0229691778191498,-0.048623541502917,-0.0453449516017635,"FAM110A"
"chr3",98619796,98619870,75,"*",2,0.0920759655313724,0.0222296189844978,0.0371173127089644,0.0235782244259437,0.0610082363168607,0.033966404358858,"DCBLD2"
"chr9",139560975,139561004,30,"*",2,0.0920759655313724,0.018689614938918,0.0371173127089644,0.0217541497702674,-0.0277694757110486,-0.0216502277412112,"EGFL7"
"chr2",160758480,160759118,639,"*",2,0.0923717929324217,0.0155971904121322,0.038472091370168,0.0207607673203561,0.0495331467670399,0.0324796746239841,"LY75, LY75-CD302"
"chr17",3438026,3439336,1311,"*",8,0.0924356973828492,0.0194951011357906,0.0410103817401519,0.0258808163898482,-0.0295659087848491,0.00703962789991085,"TRPV3"
"chr3",160118843,160119314,472,"*",3,0.0924356973828492,0.00986612573611047,0.0430862186632049,0.0176940301154308,0.0540234240364853,0.024093741951405,"SMC4, RP11-432B6.3"
"chr9",100745975,100746569,595,"*",3,0.0927829708461787,0.0365466301228234,0.0403296750290038,0.0275584988652679,-0.00862251358830615,-0.00134652258473261,"ANP32B"
"chr11",102651208,102651753,546,"*",2,0.0933109503960865,0.0152716215117479,0.0385996865329909,0.0206321433575533,-0.0493518221296891,-0.0490819247528172,"WTAPP1, MMP10"
"chr6",40995388,40996213,826,"*",7,0.0934668714743967,0.0308662018381653,0.043946247266424,0.0214347550548877,0.03001651996696,0.012481033668885,"UNC5CL"
"chr12",34452063,34452605,543,"*",3,0.0935207744842306,0.0547053051124556,0.0362381157623027,0.0312255984278536,0.0890008553316226,0.030517412576286,NA
"chr3",51751788,51752143,356,"*",2,0.0936376516556784,0.0407997125064626,0.0366846167239273,0.0282401411879844,0.0427187103959125,0.0251025102116462,"GRM2"
"chr21",43347995,43348008,14,"*",2,0.0936553078382038,0.0152583471396382,0.0398635662581768,0.0213372171046861,0.0736776484780364,0.0640562177208979,"C2CD2"
"chr16",2962968,2963569,602,"*",2,0.0936599317418125,0.018689614938918,0.0384901102059047,0.0233326264932568,0.0336332535668262,0.00947188522289618,"FLYWCH1"
"chr2",112811068,112811924,857,"*",5,0.0936725368923522,0.0309732328940428,0.0370693167330833,0.0266079519676216,-0.0276805900554866,-0.0099428597809471,NA
"chr6",46702683,46704077,1395,"*",19,0.0936885453058358,0.260586694664967,0.0444777360606337,0.044217645761901,0.0266819237194859,0.00574833763490368,"PLA2G7"
"chr8",1430303,1431308,1006,"*",4,0.0936885453058358,0.00894628254391382,0.0455219987425747,0.0177408454914174,-0.0678085227162879,-0.0558012686057961,NA
"chr13",110438256,110439453,1198,"*",11,0.0937908516812386,0.0107799946746946,0.0672143943879942,0.0171055640477948,-0.0592234023865285,-0.0218675912648175,"IRS2"
"chr1",25072583,25072800,218,"*",2,0.0940569320574664,0.0131320232009478,0.0389561828198695,0.018758283579132,0.045250221999556,0.020315087494825,"CLIC4"
"chr7",21469772,21470054,283,"*",2,0.0940915804441741,0.0261463327202202,0.0370693167330833,0.0251287954281247,0.0764343471313058,0.0524950908431517,"SP4"
"chr11",124981580,124981942,363,"*",3,0.0942218718198886,0.266288976933433,0.0362381157623027,0.0298180343515969,0.0205652413695173,0.00947309674825095,"TMEM218"
"chr16",67515916,67516546,631,"*",6,0.0942954548980903,0.0150925029023578,0.0407054371630477,0.0232218425918683,-0.076599580134173,-0.03045039777976,"RP11-297D21.4, AGRP"
"chr3",10334717,10335288,572,"*",5,0.0944311622808895,0.0123382647754181,0.0548449898184192,0.0205069717049737,0.0593511354643958,0.0439059155215023,"GHRLOS, SEC13"
"chr7",96654425,96655105,681,"*",11,0.0945574424976045,0.0324448296370296,0.0456334687700035,0.0270350195290588,0.0509135231729536,0.0173188457410964,NA
"chr17",1381764,1382042,279,"*",4,0.0945574424976045,0.0147537313646128,0.0387499542040842,0.0208312010746603,0.0194503235993528,0.0129569542944248,"MYO1C"
"chr7",963333,963768,436,"*",3,0.0945574424976045,0.0304946282559698,0.0370693167330833,0.0267185404179858,-0.0682824384351231,-0.0486453804870168,"ADAP1, COX19"
"chr1",6519923,6521892,1970,"*",10,0.0945895089629738,0.00266390149489863,0.0707720745828442,0.011844443723525,-0.0445295276076115,-0.0183641548966902,"ESPN, TNFRSF25"
"chr4",75859212,75859672,461,"*",2,0.0945895089629738,0.0184723653332768,0.0371878231669288,0.021942770619977,0.0210013113307107,0.0175288168173664,"PARM1"
"chr8",26723584,26725033,1450,"*",9,0.0946469440694884,0.0086803072164421,0.0421285697192675,0.0154668383457913,-0.0856180704305258,0.00141748174836983,"ADRA1A"
"chr6",160112604,160112632,29,"*",2,0.0946547551990757,0.0151346992744905,0.0381567300451631,0.0200613108528538,-0.0677453728425876,-0.0500697936104128,"SOD2"
"chr3",148415443,148416019,577,"*",7,0.0948446182276748,0.055133501675078,0.0371173127089644,0.0319539305469736,0.0631486612026776,0.0188129182074969,"AGTR1"
"chr6",27774865,27775480,616,"*",5,0.0949310366872699,0.115769261881937,0.0381567300451631,0.0375413605957408,0.0317409444347778,0.0103648102703795,"HIST1H4PS1, HIST1H2BL"
"chr12",56554264,56554439,176,"*",2,0.09497662737101,0.0190643242393819,0.0373306978214836,0.0225603663804106,-0.084064290204753,-0.0402610336445994,"MYL6"
"chr10",133786713,133787150,438,"*",3,0.0950104953717925,0.0172677058369635,0.0409928543634424,0.02250279770273,-0.0631366028934609,-0.0425097409527403,"BNIP3"
